cohort_rank_2026,name,year,net_worth_usd_billions,annual_forbes_rank,country_or_territory,source_of_wealth,industry,original_forbes_name,match_quality,annual_data_source_url,cohort_definition,data_note
8,Jensen Huang,2015,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
8,Jensen Huang,2016,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
8,Jensen Huang,2017,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
8,Jensen Huang,2018,5.6,331,United States,semiconductors,Technology,Jensen Huang,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
8,Jensen Huang,2019,3.8,562,United States,semiconductors,Technology,Jensen Huang,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
8,Jensen Huang,2020,4.7,367,United States,semiconductors,Technology,Jensen Huang,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
8,Jensen Huang,2021,11.8,187,United States,semiconductors,Technology,Jensen Huang,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
8,Jensen Huang,2022,20.6,78,United States,semiconductors,Technology,Jensen Huang,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
8,Jensen Huang,2023,21.1,76,United States,Semiconductors,Technology,Jensen Huang,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
8,Jensen Huang,2024,77,20,United States,Semiconductors,Technology,Jensen Huang,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
8,Jensen Huang,2025,98.7,16,United States,Semiconductors,Technology,Jensen Huang,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
8,Jensen Huang,2026,154,8,United States,,Technology,Jensen Huang,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2012,44,3,United States,Berkshire Hathaway,Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2013,53.5,4,United States,Berkshire Hathaway,Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2014,58.2,4,United States,Berkshire Hathaway,Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2015,72.7,3,United States,Berkshire Hathaway,Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2016,60.8,3,United States,Berkshire Hathaway,Finance and Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2017,75.6,2,United States,Berkshire Hathaway,Finance and Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2018,84,3,United States,Berkshire Hathaway,Finance and Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2019,82.5,3,United States,Berkshire Hathaway,Finance and Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2020,67.5,4,United States,Berkshire Hathaway,Finance & Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2021,96,6,United States,Berkshire Hathaway,Finance & Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2022,118,5,United States,Berkshire Hathaway,Finance & Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2023,106,5,United States,Berkshire Hathaway,Finance & Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2024,133,6,United States,Berkshire Hathaway,Finance & Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2025,154,6,United States,Berkshire Hathaway,Finance & Investments,Warren Buffett,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
9,Warren Buffett,2026,149,9,United States,,Finance & Investments,Warren Buffett,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2012,37.5,5,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2013,57,3,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2014,64,3,Spain,retail,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2015,64.5,4,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2016,67,2,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2017,71.3,4,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2018,70,6,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2019,62.7,6,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2020,55.1,6,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2021,77,11,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2022,59.6,23,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2023,77.3,13,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2024,103,13,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
10,Amancio Ortega,2025,124,9,Spain,Zara,Fashion & Retail,Amancio Ortega,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
